order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1634177,17829,prior,7,3,16,1.0
2137707,17829,prior,8,5,16,2.0
1621646,17829,prior,9,1,13,3.0
2131877,17829,prior,10,3,14,2.0
2384243,17829,prior,11,4,14,1.0
411567,17829,prior,12,5,11,1.0
1478009,17829,prior,13,1,13,3.0
811008,17829,prior,14,4,11,3.0
2039511,17829,prior,15,5,14,1.0
1849516,17829,prior,16,1,11,3.0
1860037,17829,prior,17,1,13,0.0
1119081,17829,prior,18,2,11,1.0
819136,17829,prior,19,3,15,1.0
1767343,17829,prior,20,4,10,1.0
535479,17829,prior,21,5,12,1.0
3167220,17829,prior,22,1,11,3.0
3221088,17829,prior,23,2,12,1.0
3166715,17829,prior,24,4,13,2.0
144553,17829,prior,25,1,15,4.0
262856,17829,prior,26,2,12,1.0
1683436,17829,prior,27,3,9,1.0
652878,17829,prior,28,3,14,0.0
1503514,17829,prior,29,3,15,0.0
2471526,17829,prior,30,4,14,1.0
2888158,17829,prior,31,5,13,1.0
2487129,17829,prior,32,1,9,3.0
467356,17829,prior,33,1,16,0.0
1973872,17829,prior,34,2,16,1.0
1382650,17829,prior,35,3,16,1.0
540220,17829,prior,36,4,13,1.0
355360,17829,prior,37,5,9,1.0
2471468,17829,prior,38,1,12,3.0
1887045,17829,prior,39,2,18,1.0
539483,17829,prior,40,3,17,1.0
1620148,17829,prior,41,5,14,2.0
1473307,17829,prior,42,1,15,3.0
845521,17829,prior,43,2,14,1.0
1156339,17829,prior,44,4,16,2.0
567371,17829,prior,45,5,16,1.0
586160,17829,prior,46,1,15,3.0
2864291,17829,prior,47,3,17,2.0
434004,17829,prior,48,1,13,5.0
3302514,17829,prior,49,2,11,1.0
863463,17829,prior,50,3,13,1.0
370996,17829,prior,51,4,15,1.0
2183451,17829,prior,52,5,15,1.0
2153145,17829,prior,53,1,10,3.0
3083888,17829,prior,54,1,15,0.0
1363822,17829,prior,55,2,16,1.0
3059896,17829,prior,56,5,16,3.0
1928640,17829,prior,57,1,12,3.0
2405385,17829,prior,58,2,15,1.0
512676,17829,prior,59,3,15,1.0
2803037,17829,prior,60,4,15,1.0
1879027,17829,prior,61,1,15,4.0
3199547,17829,prior,62,2,11,1.0
2300657,17829,prior,63,3,16,1.0
259017,17829,prior,64,2,13,6.0
3323201,17829,prior,65,3,12,1.0
2896018,17829,prior,66,1,10,12.0
1311027,17829,prior,67,3,13,2.0
765021,17829,train,68,4,13,22.0
1145269,17845,prior,1,6,20,
1593806,17845,prior,2,1,20,9.0
402243,17845,prior,3,0,10,13.0
2004968,17845,prior,4,5,19,5.0
2624546,17845,train,5,5,18,14.0
3333917,17846,prior,1,3,22,
2253670,17846,prior,2,6,15,17.0
851058,17846,prior,3,2,21,17.0
1468537,17846,prior,4,0,20,12.0
888383,17846,prior,5,5,13,12.0
2437562,17846,prior,6,2,14,4.0
1819390,17846,prior,7,3,16,30.0
3123137,17846,prior,8,1,10,30.0
1437978,17846,prior,9,3,9,9.0
71583,17846,prior,10,1,15,26.0
1587729,17846,prior,11,0,11,20.0
1322619,17846,prior,12,6,7,30.0
1638034,17846,prior,13,4,12,30.0
1073899,17846,train,14,6,7,2.0
1533574,17847,prior,1,0,16,
1834460,17847,prior,2,6,13,6.0
2096742,17847,prior,3,5,18,6.0
866800,17847,prior,4,3,19,5.0
64469,17847,prior,5,3,20,7.0
127302,17847,prior,6,6,8,3.0
2391769,17847,prior,7,4,19,5.0
1539818,17847,prior,8,6,11,16.0
455503,17847,prior,9,2,18,10.0
2210203,17847,prior,10,1,15,20.0
2538282,17847,prior,11,5,11,4.0
2908674,17847,prior,12,0,19,9.0
2019722,17847,prior,13,6,21,6.0
1470818,17847,prior,14,2,20,3.0
917442,17847,prior,15,6,18,25.0
3121791,17847,prior,16,0,11,8.0
2657676,17847,prior,17,4,16,4.0
2538000,17847,prior,18,4,19,7.0
559486,17847,prior,19,6,10,9.0
369994,17847,prior,20,0,14,8.0
3144005,17847,prior,21,6,12,6.0
2833738,17847,prior,22,6,8,7.0
95498,17847,prior,23,6,15,7.0
664062,17847,prior,24,1,17,23.0
2893025,17847,prior,25,5,19,4.0
2256604,17847,prior,26,2,18,11.0
751846,17847,prior,27,2,16,7.0
290314,17847,train,28,1,18,6.0
2753176,17853,prior,1,2,17,
2854755,17853,prior,2,3,9,15.0
1264607,17853,prior,3,2,18,13.0
1176158,17853,prior,4,6,16,4.0
1899291,17853,prior,5,6,10,30.0
530930,17853,prior,6,0,16,15.0
1609544,17853,train,7,0,17,30.0
1177538,17859,prior,1,0,18,
578829,17859,prior,2,0,11,14.0
3338020,17859,prior,3,1,22,15.0
3176020,17859,prior,4,1,17,7.0
2163310,17859,train,5,1,12,7.0
1215675,17870,prior,1,1,14,
2578754,17870,prior,2,2,16,15.0
311036,17870,prior,3,3,11,15.0
3020872,17870,prior,4,2,11,13.0
2138793,17870,prior,5,3,9,15.0
2607459,17870,prior,6,3,16,0.0
148019,17870,prior,7,5,15,9.0
1819457,17870,prior,8,4,14,6.0
867161,17870,prior,9,4,11,7.0
1688777,17870,prior,10,2,10,5.0
342607,17870,prior,11,4,13,2.0
742371,17870,prior,12,1,11,4.0
1657388,17870,prior,13,4,13,3.0
3004891,17870,prior,14,4,14,7.0
917465,17870,prior,15,1,10,11.0
2899971,17870,prior,16,1,13,21.0
2121767,17870,prior,17,4,9,3.0
757338,17870,prior,18,4,9,0.0
1190023,17870,prior,19,4,14,7.0
3047827,17870,prior,20,4,14,7.0
813419,17870,prior,21,3,14,6.0
1200024,17870,prior,22,4,14,15.0
1773218,17870,prior,23,3,15,20.0
756949,17870,prior,24,1,11,5.0
818857,17870,prior,25,5,12,4.0
943683,17870,prior,26,1,13,10.0
1011519,17870,prior,27,5,10,18.0
1720360,17870,prior,28,5,14,0.0
3159472,17870,prior,29,5,14,0.0
2786783,17870,prior,30,1,11,3.0
3174575,17870,prior,31,1,12,7.0
138447,17870,prior,32,2,11,1.0
2764661,17870,prior,33,3,16,8.0
1190731,17870,prior,34,1,17,5.0
3261464,17870,prior,35,2,15,1.0
2392,17870,prior,36,1,14,6.0
2424909,17870,prior,37,1,16,7.0
3104786,17870,prior,38,5,10,4.0
2610400,17870,prior,39,1,9,3.0
1534548,17870,prior,40,2,13,15.0
2050246,17870,prior,41,1,16,6.0
1402993,17870,prior,42,3,16,2.0
948358,17870,prior,43,3,18,7.0
15158,17870,prior,44,2,10,6.0
1578544,17870,train,45,2,9,28.0
909065,17874,prior,1,0,21,
811397,17874,prior,2,4,12,4.0
888093,17874,prior,3,4,12,7.0
1919052,17874,prior,4,1,9,4.0
1207713,17874,prior,5,3,13,2.0
528248,17874,prior,6,2,13,6.0
402378,17874,prior,7,1,8,6.0
1807082,17874,prior,8,1,8,7.0
1147985,17874,prior,9,2,13,1.0
2756390,17874,prior,10,5,13,3.0
75497,17874,prior,11,1,13,10.0
2290883,17874,prior,12,2,13,1.0
2026891,17874,prior,13,5,9,3.0
2485736,17874,prior,14,6,10,1.0
1256875,17874,prior,15,0,23,1.0
1432387,17874,prior,16,6,12,6.0
2757154,17874,prior,17,0,15,1.0
864538,17874,prior,18,1,16,8.0
1867706,17874,prior,19,1,15,7.0
1088697,17874,train,20,1,13,7.0
2802697,17875,prior,1,1,14,
3139157,17875,prior,2,0,17,20.0
638543,17875,prior,3,0,11,21.0
2867595,17875,prior,4,5,15,30.0
1660821,17875,prior,5,2,20,30.0
3026279,17875,train,6,4,19,23.0
1434239,17881,prior,1,0,16,
3289360,17881,prior,2,6,22,27.0
1411768,17881,prior,3,6,12,21.0
2746413,17881,prior,4,0,8,8.0
581665,17881,prior,5,0,9,7.0
1217577,17881,prior,6,3,8,10.0
1833324,17881,prior,7,6,9,3.0
812626,17881,prior,8,6,14,7.0
1748934,17881,prior,9,3,9,11.0
1353114,17881,prior,10,6,13,3.0
1826919,17881,prior,11,4,18,5.0
1057876,17881,prior,12,1,8,30.0
2731464,17881,prior,13,3,14,23.0
1529650,17881,train,14,5,8,9.0
2482819,17888,prior,1,0,16,
1192871,17888,prior,2,0,20,7.0
3196441,17888,prior,3,2,21,30.0
2426811,17888,prior,4,0,15,26.0
1511886,17888,prior,5,0,20,14.0
151983,17888,prior,6,0,13,21.0
285595,17888,prior,7,2,20,9.0
2175303,17888,prior,8,1,19,13.0
3234396,17888,prior,9,0,17,6.0
3028043,17888,prior,10,0,8,7.0
3055957,17888,prior,11,1,18,8.0
261813,17888,prior,12,3,21,9.0
660842,17888,prior,13,0,19,4.0
595352,17888,prior,14,2,18,9.0
759697,17888,prior,15,0,19,5.0
3387287,17888,prior,16,6,15,13.0
2149539,17888,prior,17,1,6,9.0
3088877,17888,prior,18,0,14,13.0
1821993,17888,prior,19,0,16,7.0
3195503,17888,prior,20,1,8,22.0
468676,17888,prior,21,0,18,6.0
3149357,17888,prior,22,6,11,13.0
1564459,17888,prior,23,0,11,8.0
2875532,17888,prior,24,3,18,10.0
2937909,17888,prior,25,1,17,12.0
755477,17888,prior,26,6,15,5.0
3357677,17888,prior,27,0,9,8.0
93643,17888,prior,28,0,17,7.0
696118,17888,prior,29,0,22,0.0
2649309,17888,prior,30,0,15,14.0
1695387,17888,prior,31,2,20,9.0
3194580,17888,prior,32,1,17,6.0
495372,17888,prior,33,0,12,13.0
2007505,17888,train,34,3,22,3.0
2847149,17890,prior,1,5,7,
1253686,17890,prior,2,4,11,20.0
1489849,17890,prior,3,4,11,7.0
2761947,17890,prior,4,6,9,9.0
3299509,17890,prior,5,1,18,9.0
670491,17890,prior,6,4,11,30.0
1269606,17890,prior,7,1,15,18.0
2412917,17890,prior,8,4,10,17.0
1049883,17890,prior,9,1,15,30.0
2135452,17890,train,10,0,14,30.0
186960,17903,prior,1,1,17,
1945390,17903,prior,2,1,10,21.0
2249273,17903,prior,3,4,16,30.0
897772,17903,prior,4,2,13,5.0
2793201,17903,prior,5,4,19,9.0
1733115,17903,prior,6,0,17,30.0
230140,17903,train,7,1,9,30.0
2910484,17909,prior,1,3,10,
107210,17909,prior,2,5,11,30.0
1865981,17909,prior,3,1,12,30.0
2217145,17909,prior,4,3,9,30.0
462191,17909,prior,5,6,16,3.0
2348421,17909,prior,6,0,13,30.0
287192,17909,prior,7,0,19,7.0
1759946,17909,train,8,0,14,14.0
1715956,17917,prior,1,5,17,
2052529,17917,prior,2,1,17,30.0
1436279,17917,prior,3,6,16,30.0
921276,17917,prior,4,1,12,9.0
3222265,17917,prior,5,6,18,5.0
1807524,17917,train,6,6,17,7.0
2437731,17925,prior,1,3,18,
1314449,17925,prior,2,5,20,9.0
2768735,17925,prior,3,2,17,18.0
1924944,17925,prior,4,2,15,7.0
1430099,17925,prior,5,3,15,8.0
1648770,17925,prior,6,0,14,4.0
2827182,17925,train,7,4,20,4.0
1927158,17935,prior,1,6,12,
3054992,17935,prior,2,4,14,5.0
1715916,17935,prior,3,4,14,0.0
1730359,17935,prior,4,5,14,8.0
1302545,17935,prior,5,3,12,5.0
1544720,17935,train,6,4,15,8.0
1609667,17940,prior,1,2,9,
2895418,17940,prior,2,2,9,0.0
1840430,17940,prior,3,6,9,4.0
247165,17940,prior,4,6,0,7.0
385284,17940,prior,5,3,23,4.0
2351965,17940,prior,6,2,15,13.0
2431698,17940,prior,7,2,1,14.0
2742224,17940,prior,8,2,11,28.0
725366,17940,prior,9,3,23,1.0
1589571,17940,prior,10,4,14,1.0
508071,17940,prior,11,5,11,1.0
324235,17940,prior,12,1,15,10.0
1269592,17940,prior,13,3,10,2.0
2449213,17940,prior,14,5,12,2.0
2581402,17940,prior,15,6,12,1.0
1343649,17940,prior,16,1,16,16.0
101332,17940,prior,17,1,9,7.0
3050605,17940,prior,18,4,16,3.0
2835719,17940,prior,19,4,13,7.0
196344,17940,prior,20,1,22,18.0
370984,17940,prior,21,5,14,11.0
1355230,17940,prior,22,3,18,5.0
2058051,17940,prior,23,1,12,19.0
3401175,17940,prior,24,3,15,2.0
2785642,17940,prior,25,5,20,2.0
2482255,17940,prior,26,4,16,6.0
331278,17940,prior,27,1,22,4.0
2144422,17940,prior,28,3,10,23.0
3186556,17940,prior,29,3,10,0.0
2774256,17940,prior,30,0,9,4.0
399807,17940,prior,31,1,15,8.0
337574,17940,prior,32,0,18,20.0
33052,17940,prior,33,0,12,14.0
1188488,17940,prior,34,1,13,1.0
2731128,17940,prior,35,6,16,5.0
1799938,17940,prior,36,3,10,18.0
2454412,17940,prior,37,2,20,6.0
2463395,17940,prior,38,5,12,10.0
1130388,17940,prior,39,2,19,4.0
755317,17940,prior,40,4,17,9.0
572085,17940,prior,41,5,21,8.0
1676771,17940,prior,42,4,11,27.0
2091718,17940,prior,43,3,23,6.0
1958721,17940,prior,44,3,12,7.0
2280719,17940,prior,45,5,21,2.0
1026579,17940,train,46,0,16,2.0
1373196,17948,prior,1,0,11,
2964478,17948,prior,2,0,8,7.0
3334902,17948,prior,3,0,10,7.0
621647,17948,prior,4,0,9,14.0
975469,17948,prior,5,2,9,30.0
231342,17948,prior,6,1,14,13.0
3138316,17948,prior,7,4,12,30.0
2817688,17948,prior,8,4,14,14.0
191475,17948,prior,9,4,12,30.0
452070,17948,train,10,2,14,30.0
1306188,17957,prior,1,4,20,
1757197,17957,prior,2,1,15,30.0
3098257,17957,prior,3,5,15,30.0
1560911,17957,prior,4,1,12,30.0
2518822,17957,prior,5,4,16,24.0
3179002,17957,prior,6,3,13,13.0
1922955,17957,prior,7,1,16,12.0
3132464,17957,prior,8,4,21,10.0
1551899,17957,prior,9,1,20,18.0
3032852,17957,prior,10,5,17,11.0
585092,17957,prior,11,0,10,16.0
2555802,17957,prior,12,5,14,5.0
1429255,17957,prior,13,6,12,1.0
430876,17957,prior,14,1,12,9.0
3176377,17957,prior,15,2,19,15.0
1628694,17957,prior,16,2,16,7.0
2507297,17957,prior,17,1,14,6.0
2869300,17957,prior,18,3,21,9.0
443686,17957,prior,19,0,18,18.0
1548947,17957,prior,20,5,11,26.0
2185553,17957,prior,21,0,8,16.0
2791950,17957,train,22,1,16,29.0
788189,17970,prior,1,5,18,
962638,17970,prior,2,0,13,9.0
2214332,17970,prior,3,1,11,30.0
487910,17970,prior,4,1,16,21.0
864012,17970,train,5,0,11,30.0
28431,17972,prior,1,6,9,
3264556,17972,prior,2,0,16,15.0
108246,17972,prior,3,0,16,14.0
2094205,17972,prior,4,2,16,9.0
3335855,17972,prior,5,1,17,13.0
577789,17972,prior,6,3,20,9.0
2337028,17972,prior,7,6,9,3.0
3010272,17972,prior,8,3,16,4.0
689279,17972,prior,9,1,14,12.0
1089845,17972,prior,10,2,10,29.0
1812115,17972,train,11,0,15,19.0
1328311,17975,prior,1,2,18,
231108,17975,prior,2,0,16,30.0
2235135,17975,prior,3,0,19,14.0
1946040,17975,prior,4,3,19,10.0
2290569,17975,prior,5,2,16,30.0
2065119,17975,train,6,3,9,30.0
1589510,17976,prior,1,3,13,
2393707,17976,prior,2,3,8,21.0
210669,17976,prior,3,5,15,16.0
1189289,17976,prior,4,5,11,7.0
2528311,17976,train,5,5,14,28.0
3374443,17980,prior,1,5,15,
408439,17980,prior,2,0,11,9.0
2902338,17980,prior,3,3,15,10.0
1117469,17980,prior,4,3,11,21.0
2200496,17980,prior,5,3,13,28.0
2595095,17980,prior,6,3,13,7.0
2397804,17980,prior,7,3,15,30.0
1291501,17980,train,8,3,15,0.0
116518,17981,prior,1,2,15,
454184,17981,prior,2,1,15,6.0
1526768,17981,prior,3,3,9,2.0
851740,17981,prior,4,3,17,7.0
1068474,17981,prior,5,0,20,4.0
2469301,17981,prior,6,1,5,1.0
2813298,17981,prior,7,1,7,0.0
2394330,17981,prior,8,0,7,13.0
3283425,17981,prior,9,4,4,4.0
2469823,17981,prior,10,1,12,4.0
1664592,17981,prior,11,2,17,1.0
829237,17981,prior,12,1,17,6.0
1593472,17981,prior,13,3,15,2.0
1300715,17981,prior,14,2,11,6.0
191633,17981,prior,15,3,10,1.0
2854333,17981,prior,16,1,14,5.0
2514380,17981,prior,17,5,5,4.0
3316542,17981,prior,18,0,14,2.0
930504,17981,prior,19,2,23,2.0
1946152,17981,prior,20,4,13,2.0
919129,17981,prior,21,2,13,5.0
1468092,17981,prior,22,5,5,3.0
2881967,17981,prior,23,1,6,3.0
799555,17981,prior,24,1,14,0.0
3029452,17981,prior,25,2,3,1.0
928946,17981,prior,26,1,15,13.0
2496923,17981,prior,27,5,8,4.0
2123167,17981,prior,28,5,13,7.0
2269111,17981,prior,29,6,7,8.0
2719987,17981,prior,30,6,13,0.0
3394895,17981,prior,31,1,15,2.0
2713430,17981,prior,32,2,13,8.0
1771571,17981,prior,33,3,16,8.0
3220037,17981,prior,34,1,11,5.0
3254947,17981,prior,35,0,14,6.0
2449468,17981,prior,36,2,15,2.0
2829051,17981,prior,37,1,2,6.0
471870,17981,prior,38,5,14,4.0
961386,17981,prior,39,2,9,4.0
154850,17981,prior,40,3,9,8.0
2626874,17981,prior,41,0,15,4.0
1580325,17981,prior,42,0,16,7.0
1569036,17981,prior,43,2,21,2.0
538062,17981,prior,44,1,15,6.0
1457786,17981,prior,45,4,14,3.0
3124356,17981,prior,46,2,15,5.0
1766393,17981,prior,47,1,15,6.0
1226510,17981,prior,48,4,17,3.0
229638,17981,prior,49,5,17,1.0
1389088,17981,prior,50,2,14,4.0
1105290,17981,prior,51,1,11,6.0
2395305,17981,prior,52,1,10,7.0
3236042,17981,prior,53,1,18,0.0
1534407,17981,prior,54,4,12,3.0
1314398,17981,prior,55,6,11,9.0
1236783,17981,prior,56,3,15,4.0
1115543,17981,prior,57,5,13,2.0
2824269,17981,prior,58,5,17,0.0
535385,17981,prior,59,2,15,4.0
805285,17981,prior,60,2,12,7.0
707408,17981,prior,61,4,11,2.0
1075049,17981,prior,62,1,13,4.0
638763,17981,prior,63,1,13,7.0
421962,17981,prior,64,1,13,7.0
2304668,17981,prior,65,0,10,13.0
653710,17981,prior,66,6,17,6.0
248399,17981,prior,67,1,8,9.0
3381106,17981,prior,68,6,14,5.0
2979135,17981,prior,69,0,12,8.0
744044,17981,prior,70,1,14,1.0
452568,17981,prior,71,6,13,5.0
966271,17981,prior,72,1,7,2.0
619353,17981,prior,73,1,14,7.0
1879248,17981,prior,74,4,13,3.0
1452223,17981,prior,75,1,11,4.0
2267583,17981,prior,76,2,8,1.0
533634,17981,prior,77,4,17,2.0
326991,17981,prior,78,5,7,1.0
1028151,17981,prior,79,0,10,2.0
178707,17981,prior,80,2,11,2.0
953547,17981,prior,81,3,23,1.0
1856063,17981,prior,82,6,8,3.0
945714,17981,prior,83,2,10,3.0
837933,17981,prior,84,5,15,3.0
1616143,17981,train,85,0,12,2.0
1796258,17989,prior,1,0,12,
1267198,17989,prior,2,0,11,14.0
2013422,17989,prior,3,2,6,16.0
2044165,17989,prior,4,2,8,28.0
3278179,17989,prior,5,6,21,30.0
726206,17989,prior,6,2,8,17.0
1872288,17989,prior,7,3,9,22.0
2195396,17989,prior,8,0,15,25.0
1793511,17989,prior,9,4,8,18.0
2000275,17989,prior,10,0,18,30.0
1370910,17989,prior,11,1,17,30.0
1057043,17989,prior,12,4,19,30.0
2802371,17989,train,13,0,20,30.0
1791954,18006,prior,1,3,17,
2722055,18006,prior,2,1,12,30.0
3125547,18006,prior,3,4,18,3.0
3002271,18006,prior,4,1,19,30.0
2398461,18006,prior,5,6,16,5.0
2048363,18006,train,6,5,14,20.0
389857,18011,prior,1,1,11,
1229882,18011,prior,2,4,12,3.0
1293415,18011,prior,3,3,15,6.0
1380310,18011,prior,4,4,14,1.0
14561,18011,prior,5,2,14,5.0
2657143,18011,prior,6,3,11,1.0
247262,18011,prior,7,2,12,6.0
2508633,18011,prior,8,5,14,3.0
557054,18011,prior,9,2,7,4.0
2583836,18011,prior,10,4,16,2.0
359534,18011,prior,11,1,14,4.0
2728795,18011,prior,12,2,10,1.0
134020,18011,prior,13,5,13,3.0
789429,18011,prior,14,2,13,4.0
1305166,18011,prior,15,1,14,6.0
3245340,18011,prior,16,3,10,2.0
1365335,18011,prior,17,2,9,6.0
50381,18011,prior,18,1,16,6.0
264858,18011,prior,19,3,11,2.0
125816,18011,prior,20,3,16,0.0
2941051,18011,prior,21,4,12,1.0
1443319,18011,prior,22,2,9,12.0
2056257,18011,prior,23,5,12,3.0
663280,18011,prior,24,2,9,4.0
521183,18011,prior,25,3,9,1.0
1161407,18011,prior,26,4,9,1.0
530786,18011,prior,27,4,9,7.0
124342,18011,prior,28,1,16,11.0
3300214,18011,prior,29,2,9,1.0
1545933,18011,prior,30,5,8,3.0
2521678,18011,prior,31,2,12,4.0
1575755,18011,prior,32,1,14,6.0
1321242,18011,prior,33,1,16,7.0
2403427,18011,prior,34,3,8,2.0
3145435,18011,prior,35,3,14,0.0
917961,18011,prior,36,3,11,7.0
1140540,18011,prior,37,3,15,0.0
3119980,18011,prior,38,2,10,6.0
1568559,18011,prior,39,3,10,1.0
69821,18011,prior,40,3,10,7.0
342678,18011,prior,41,1,6,5.0
2902557,18011,prior,42,4,8,3.0
237773,18011,prior,43,1,14,4.0
1999754,18011,prior,44,2,14,1.0
464735,18011,prior,45,3,11,8.0
183801,18011,prior,46,2,11,6.0
2026120,18011,prior,47,4,7,2.0
1969650,18011,prior,48,1,6,4.0
3220989,18011,prior,49,3,9,2.0
3051153,18011,prior,50,3,10,7.0
336302,18011,prior,51,2,10,13.0
2358501,18011,prior,52,5,8,3.0
541846,18011,train,53,5,7,7.0
1883315,18012,prior,1,3,8,
2634440,18012,prior,2,6,7,30.0
2920223,18012,prior,3,0,8,8.0
146753,18012,prior,4,0,8,7.0
954999,18012,prior,5,6,8,20.0
2667299,18012,prior,6,0,10,15.0
2021031,18012,prior,7,0,7,30.0
3303725,18012,prior,8,3,10,17.0
1969111,18012,prior,9,4,7,15.0
3097531,18012,prior,10,5,9,15.0
1163354,18012,prior,11,5,8,7.0
827310,18012,prior,12,4,17,13.0
1772021,18012,prior,13,5,10,30.0
931229,18012,prior,14,5,8,14.0
3080820,18012,prior,15,2,9,30.0
2485837,18012,prior,16,3,13,22.0
405486,18012,train,17,0,12,18.0
264196,18013,prior,1,6,10,
878356,18013,prior,2,6,18,30.0
1101601,18013,prior,3,6,17,30.0
3416762,18013,train,4,0,17,30.0
2720669,18014,prior,1,2,11,
3239098,18014,prior,2,1,12,6.0
1913831,18014,prior,3,1,17,7.0
3364689,18014,prior,4,3,12,9.0
1335160,18014,prior,5,0,16,18.0
91655,18014,prior,6,3,12,3.0
3105094,18014,prior,7,3,12,7.0
2428587,18014,prior,8,6,14,10.0
194689,18014,prior,9,5,10,30.0
992307,18014,prior,10,3,15,19.0
2013859,18014,prior,11,4,6,1.0
739539,18014,prior,12,2,9,5.0
2101044,18014,prior,13,6,16,4.0
783460,18014,prior,14,4,15,12.0
3220569,18014,prior,15,1,13,4.0
752734,18014,prior,16,1,7,7.0
3411125,18014,prior,17,1,14,30.0
3201850,18014,prior,18,6,11,5.0
2363589,18014,prior,19,3,11,11.0
724198,18014,prior,20,3,15,21.0
1280304,18014,prior,21,1,10,5.0
3309626,18014,prior,22,5,17,11.0
3331366,18014,prior,23,0,12,16.0
2054233,18014,prior,24,1,8,30.0
917878,18014,train,25,3,16,16.0
41474,18015,prior,1,1,14,
301495,18015,prior,2,3,13,2.0
819973,18015,prior,3,3,18,30.0
2887110,18015,train,4,0,8,4.0
3013090,18017,prior,1,6,18,
3202566,18017,prior,2,1,23,2.0
691563,18017,prior,3,1,18,7.0
2016259,18017,prior,4,3,15,16.0
59642,18017,prior,5,4,16,15.0
161168,18017,prior,6,5,14,22.0
996402,18017,prior,7,3,10,5.0
2979456,18017,prior,8,0,11,4.0
1963370,18017,prior,9,6,11,13.0
1050981,18017,prior,10,6,13,0.0
640141,18017,prior,11,2,8,3.0
1485141,18017,prior,12,6,13,4.0
2598686,18017,prior,13,3,16,4.0
1883337,18017,prior,14,6,13,17.0
2712380,18017,prior,15,5,11,6.0
1966994,18017,prior,16,6,13,8.0
78738,18017,prior,17,5,14,13.0
2826351,18017,prior,18,4,17,20.0
56925,18017,prior,19,5,9,22.0
1165011,18017,prior,20,0,23,9.0
2754420,18017,prior,21,1,9,1.0
927414,18017,prior,22,5,17,4.0
3396910,18017,prior,23,6,17,8.0
1591233,18017,prior,24,6,13,7.0
2692300,18017,prior,25,3,17,11.0
732542,18017,prior,26,4,12,8.0
890555,18017,prior,27,1,9,11.0
2559535,18017,prior,28,5,22,4.0
2983920,18017,prior,29,0,10,9.0
517797,18017,prior,30,5,10,12.0
2570288,18017,prior,31,1,13,10.0
51932,18017,prior,32,5,15,11.0
2735469,18017,prior,33,1,12,10.0
1929863,18017,prior,34,1,12,21.0
139071,18017,prior,35,5,13,4.0
374055,18017,prior,36,2,10,18.0
2474158,18017,train,37,1,9,13.0
519314,18019,prior,1,2,19,
1526879,18019,prior,2,2,17,28.0
901373,18019,prior,3,4,17,30.0
510035,18019,prior,4,2,17,26.0
2316931,18019,prior,5,5,15,30.0
2843635,18019,prior,6,4,15,30.0
1592241,18019,train,7,2,18,30.0
92459,18021,prior,1,0,15,
442202,18021,prior,2,6,16,6.0
2898863,18021,prior,3,5,18,6.0
1532278,18021,prior,4,6,13,15.0
168595,18021,train,5,3,18,18.0
1301504,18027,prior,1,6,6,
2369038,18027,prior,2,1,19,30.0
1849687,18027,prior,3,3,2,2.0
1294848,18027,prior,4,2,2,6.0
628104,18027,prior,5,6,8,4.0
1727779,18027,prior,6,2,3,10.0
912343,18027,prior,7,6,13,30.0
1973857,18027,train,8,2,13,30.0
2401069,18031,prior,1,0,10,
2124987,18031,prior,2,6,15,6.0
1618090,18031,prior,3,5,15,30.0
2463840,18031,prior,4,4,11,30.0
1877879,18031,prior,5,1,15,30.0
2809272,18031,train,6,4,12,30.0
1142332,18063,prior,1,4,18,
2456307,18063,prior,2,5,8,22.0
1073958,18063,prior,3,5,10,30.0
679497,18063,prior,4,2,16,30.0
2151098,18063,prior,5,2,18,30.0
755765,18063,prior,6,4,14,30.0
3020992,18063,train,7,4,8,30.0
3050858,18065,prior,1,4,19,
3404649,18065,prior,2,6,2,2.0
3133783,18065,prior,3,2,18,30.0
100363,18065,prior,4,1,19,13.0
643885,18065,prior,5,0,14,27.0
2058275,18065,prior,6,1,19,8.0
305373,18065,prior,7,4,13,24.0
2142738,18065,prior,8,2,15,19.0
2546472,18065,train,9,2,14,30.0
1867411,18071,prior,1,4,8,
1079839,18071,prior,2,4,14,30.0
3193080,18071,prior,3,3,10,30.0
689299,18071,prior,4,4,9,29.0
202022,18071,prior,5,4,12,14.0
1583712,18071,prior,6,4,10,30.0
1307866,18071,prior,7,6,0,30.0
2447540,18071,prior,8,6,12,30.0
2804254,18071,prior,9,3,22,30.0
2788348,18071,train,10,4,7,29.0
671846,18075,prior,1,5,10,
1036765,18075,prior,2,4,11,13.0
15931,18075,prior,3,3,10,13.0
1647109,18075,prior,4,1,9,5.0
1370326,18075,prior,5,1,14,28.0
587781,18075,train,6,5,9,18.0
104350,18080,prior,1,5,17,
3156805,18080,prior,2,0,8,30.0
564725,18080,prior,3,5,16,30.0
430229,18080,prior,4,0,12,30.0
2780572,18080,prior,5,2,16,23.0
3153282,18080,prior,6,4,12,30.0
1712036,18080,prior,7,0,14,30.0
1099780,18080,prior,8,3,16,17.0
3340244,18080,train,9,3,14,7.0
1028710,18084,prior,1,0,12,
120192,18084,prior,2,0,13,30.0
328359,18084,prior,3,0,10,28.0
319086,18084,prior,4,0,15,14.0
2448716,18084,prior,5,0,11,21.0
2762782,18084,prior,6,2,7,16.0
138255,18084,prior,7,2,17,7.0
156683,18084,prior,8,6,13,11.0
1681272,18084,prior,9,4,9,5.0
